HGHT (km)		TEMP (K)		PRES (hPa)
3.645E+00		8.875E+01		1.222E+03
3.607E+00		8.879E+01		1.225E+03
3.580E+00		8.882E+01		1.226E+03
3.566E+00		8.884E+01		1.227E+03
3.557E+00		8.885E+01		1.228E+03
3.551E+00		8.885E+01		1.228E+03
3.543E+00		8.886E+01		1.229E+03
3.524E+00		8.888E+01		1.230E+03
3.495E+00		8.890E+01		1.232E+03
3.464E+00		8.894E+01		1.234E+03
3.437E+00		8.896E+01		1.236E+03
3.410E+00		8.899E+01		1.237E+03
3.380E+00		8.902E+01		1.239E+03
3.340E+00		8.906E+01		1.242E+03
3.293E+00		8.912E+01		1.245E+03
3.242E+00		8.917E+01		1.248E+03
3.193E+00		8.923E+01		1.252E+03
3.148E+00		8.928E+01		1.255E+03
3.104E+00		8.934E+01		1.258E+03
3.062E+00		8.939E+01		1.260E+03
3.024E+00		8.943E+01		1.263E+03
2.993E+00		8.947E+01		1.265E+03
2.967E+00		8.950E+01		1.267E+03
2.939E+00		8.953E+01		1.268E+03
2.910E+00		8.956E+01		1.270E+03
2.886E+00		8.959E+01		1.272E+03
2.867E+00		8.961E+01		1.273E+03
2.851E+00		8.963E+01		1.274E+03
2.830E+00		8.965E+01		1.276E+03
2.805E+00		8.968E+01		1.277E+03
2.777E+00		8.971E+01		1.279E+03
2.742E+00		8.975E+01		1.282E+03
2.701E+00		8.980E+01		1.284E+03
2.667E+00		8.984E+01		1.287E+03
2.638E+00		8.987E+01		1.289E+03
2.607E+00		8.990E+01		1.291E+03
2.564E+00		8.995E+01		1.294E+03
2.519E+00		9.001E+01		1.297E+03
2.481E+00		9.006E+01		1.299E+03
2.447E+00		9.010E+01		1.302E+03
2.413E+00		9.014E+01		1.304E+03
2.378E+00		9.018E+01		1.306E+03
2.346E+00		9.022E+01		1.308E+03
2.312E+00		9.026E+01		1.311E+03
2.273E+00		9.031E+01		1.313E+03
2.231E+00		9.036E+01		1.316E+03
2.194E+00		9.040E+01		1.319E+03
2.169E+00		9.043E+01		1.320E+03
2.138E+00		9.047E+01		1.322E+03
2.088E+00		9.053E+01		1.326E+03
2.006E+00		9.064E+01		1.332E+03
1.929E+00		9.074E+01		1.337E+03
1.862E+00		9.084E+01		1.342E+03
1.776E+00		9.096E+01		1.348E+03
1.717E+00		9.104E+01		1.352E+03
1.679E+00		9.109E+01		1.354E+03
1.647E+00		9.114E+01		1.357E+03
1.611E+00		9.119E+01		1.359E+03
1.569E+00		9.125E+01		1.362E+03
1.529E+00		9.130E+01		1.365E+03
1.487E+00		9.136E+01		1.368E+03
1.442E+00		9.142E+01		1.371E+03
1.394E+00		9.149E+01		1.374E+03
1.350E+00		9.155E+01		1.377E+03
1.311E+00		9.161E+01		1.380E+03
1.276E+00		9.165E+01		1.383E+03
1.240E+00		9.171E+01		1.385E+03
1.200E+00		9.176E+01		1.388E+03
1.158E+00		9.182E+01		1.391E+03
1.120E+00		9.187E+01		1.394E+03
1.089E+00		9.192E+01		1.396E+03
1.061E+00		9.196E+01		1.398E+03
1.034E+00		9.199E+01		1.400E+03
1.007E+00		9.203E+01		1.402E+03
9.775E-01		9.207E+01		1.404E+03
9.467E-01		9.211E+01		1.406E+03
9.141E-01		9.215E+01		1.408E+03
8.793E-01		9.220E+01		1.411E+03
8.423E-01		9.225E+01		1.414E+03
8.042E-01		9.230E+01		1.416E+03
7.681E-01		9.235E+01		1.419E+03
7.363E-01		9.240E+01		1.421E+03
7.087E-01		9.244E+01		1.423E+03
6.835E-01		9.247E+01		1.425E+03
6.582E-01		9.250E+01		1.427E+03
6.303E-01		9.254E+01		1.429E+03
5.986E-01		9.258E+01		1.431E+03
5.642E-01		9.263E+01		1.434E+03
5.307E-01		9.267E+01		1.436E+03
4.985E-01		9.272E+01		1.439E+03
4.664E-01		9.276E+01		1.441E+03
4.330E-01		9.281E+01		1.443E+03
3.984E-01		9.285E+01		1.446E+03
3.654E-01		9.290E+01		1.448E+03
3.354E-01		9.294E+01		1.450E+03
3.061E-01		9.298E+01		1.453E+03
2.750E-01		9.302E+01		1.455E+03
2.423E-01		9.307E+01		1.457E+03
2.106E-01		9.311E+01		1.460E+03
1.839E-01		9.314E+01		1.462E+03
1.598E-01		9.318E+01		1.464E+03
1.346E-01		9.321E+01		1.465E+03
1.079E-01		9.325E+01		1.467E+03
8.230E-02		9.328E+01		1.469E+03
6.070E-02		9.331E+01		1.471E+03
4.360E-02		9.333E+01		1.472E+03
2.850E-02		9.335E+01		1.473E+03
1.450E-02		9.336E+01		1.474E+03
1.000E-04		9.338E+01		1.475E+03
-1.430E-02		9.340E+01		1.476E+03
-2.850E-02		9.341E+01		1.477E+03
-4.160E-02		9.343E+01		1.478E+03
-5.420E-02		9.344E+01		1.479E+03
-6.480E-02		9.345E+01		1.480E+03
-7.120E-02		9.346E+01		1.481E+03
-7.590E-02		9.346E+01		1.481E+03
-8.290E-02		9.347E+01		1.482E+03
-9.150E-02		9.348E+01		1.482E+03
-9.640E-02		9.348E+01		1.482E+03
-9.780E-02		9.348E+01		1.483E+03
-9.890E-02		9.348E+01		1.483E+03
-1.030E-01		9.349E+01		1.483E+03
-1.065E-01		9.349E+01		1.483E+03
-1.077E-01		9.349E+01		1.483E+03
-1.113E-01		9.349E+01		1.484E+03
-1.159E-01		9.349E+01		1.484E+03
-1.168E-01		9.349E+01		1.484E+03
-1.229E-01		9.348E+01		1.484E+03
-1.293E-01		9.348E+01		1.485E+03
-1.338E-01		9.348E+01		1.485E+03
-1.397E-01		9.348E+01		1.486E+03
-1.531E-01		9.348E+01		1.487E+03
-1.547E-01		9.348E+01		1.487E+03
-1.551E-01		9.348E+01		1.487E+03
-1.621E-01		9.348E+01		1.487E+03
